code	english_name	vietnamese_name
B24	Unspecified human immunodeficiency virus [HIV] disease	Bệnh do virus gây suy giảm miễn dịch ở người [HIV] không xác định
B250	Cytomegaloviral pneumonitis	Viêm phổi do vi rút Cytomegalo 
B251	Cytomegaloviral hepatitis	Viêm gan do vi rút Cytomegalo 
B252	Cytomegaloviral pancreatitis	Viêm tuỵ do vi rút Cytomegalo 
B258	Other cytomegaloviral diseases	Bệnh khác do vi rút Cytomegalo
B259	Cytomegaloviral disease, unspecified	Bệnh do vi rút Cytomegalo, không đặc hiệu
B260	Mumps orchitis	Viêm tinh hoàn do quai bị 
B261	Mumps meningitis	Viêm màng não do quai bị
B262	Mumps encephalitis	Viêm não do quai bị
B263	Mumps pancreatitis	Viêm tuỵ do quai bị
B269	Mumps without complication	Bệnh quai bị không biến chứng
B300	Keratoconjunctivitis due to adenovirus	Viêm kết- giác mạc do vi rút Adeno
B301	Conjunctivitis due to adenovirus	Viêm kết mạc do vírut Adeno 
B302	Viral pharyngoconjunctivitis	Bệnh viêm họng- kết mạc do vi rút
B303	Acute epidemic hemorrhagic conjunctivitis (enteroviral)	Bệnh viêm kết mạc xuất huyết cấp tính do dịch (do vi rút Entero)
B308	Other viral conjunctivitis	Viêm kết mạc do vi rút khác
B309	Viral conjunctivitis, unspecified	Viêm kết mạc do vi rút, không đặc hiệu
B330	Epidemic myalgia	Bệnh đau cơ gây dịch
B331	Ross River disease	Bệnh Ross River
B333	Retrovirus infections, not elsewhere classified	Nhiễm Retrovirus không phân loại nơi khác
B334	Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]	Hội chứng tim- phổi do Hanta vi rút [HPS] [HCPS] 
B338	Other specified viral diseases	Bệnh do vi rút xác định khác
B340	Adenovirus infection, unspecified	Nhiễm vi rút Adeno, vị trí không xác định
B341	Enterovirus infection, unspecified	Nhiễm vi rút Entero, vị trí không xác định
B342	Coronavirus infection, unspecified	Nhiễm vi rút Corona, vị trí không xác định
B343	Parvovirus infection, unspecified	Nhiễm vi rút Parvo, vị trí không xác định
B344	Papovavirus infection, unspecified	Nhiễm vi rút Papova, vị trí không xác định
B348	Other viral infections of unspecified site	Nhiễm vi rút khác ở vị trí không xác định
B349	Viral infection, unspecified	Nhiễm vi rút, không xác định
B350	Tinea barbae and tinea capitis	Bệnh nấm ở cằm và nấm da đầu [chốc đầu]
B351	Tinea unguium	Bệnh nấm móng tay
B352	Tinea manuum	Bệnh nấm da bàn tay
B353	Tinea pedis	Bệnh nấm da chân
B354	Tinea corporis	Bệnh nấm da thân
B355	Tinea imbricata	Bệnh nấm da vảy xếp lớp
B356	Tinea cruris	Bệnh nấm da đùi [nấm bẹn]
B358	Other dermatophytoses	Bệnh nấm da khác
B359	Dermatophytosis, unspecified	Bệnh nấm da, không xác định
B360	Pityriasis versicolor	Bệnh lang ben
B361	Tinea nigra	Bệnh nấm da có tổn thương màu đen
B362	White piedra	Bệnh trứng tóc trắng
B363	Black piedra	Bệnh trứng tóc đen
B368	Other specified superficial mycoses	Bệnh nấm nông xác định khác
B369	Superficial mycosis, unspecified	Bệnh nấm nông, không xác định
B370	Candidal stomatitis	Bệnh viêm miệng do nấm Candida
B371	Pulmonary candidiasis	Bệnh do nhiễm nấm Candida ở phổi
B372	Candidiasis of skin and nail	Bệnh do nhiễm nấm Candida ở da và móng
B373	Candidiasis of vulva and vagina	Bệnh do nhiễm nấm Candida ở âm hộ và âm đạo 
B375	Candidal meningitis	Bệnh viêm màng não do nhiễm nấm Candida 
B376	Candidal endocarditis	Bệnh viêm nội tâm mạc do nhiễm nấm Candida
B377	Candidal sepsis	Nhiễm trùng huyết do nấm Candida
B379	Candidiasis, unspecified	Bệnh do nhiễm nấm Candida, không xác định
B380	Acute pulmonary coccidioidomycosis	Bệnh nhiễm nấm Coccidioides ở phổi cấp tính
B381	Chronic pulmonary coccidioidomycosis	Bệnh nhiễm nấm Coccidioides ở phổi mạn tính
B382	Pulmonary coccidioidomycosis, unspecified	Bệnh nhiễm nấm Coccidioides ở phổi, không xác định [cấp tính hoặc mạn tính]
B383	Cutaneous coccidioidomycosis	Bệnh nhiễm nấm Coccidioides ở da
B384	Coccidioidomycosis meningitis	Viêm màng não do nhiễm nấm Coccidioides 
B387	Disseminated coccidioidomycosis	Bệnh nhiễm nấm Coccidioides lan toả
B389	Coccidioidomycosis, unspecified	Bệnh nhiễm nấm Coccidioides, không xác định
B390	Acute pulmonary histoplasmosis capsulati	Bệnh nhiễm nấm Histoplasma capsulatum ở phổi cấp tính
B391	Chronic pulmonary histoplasmosis capsulati	Bệnh nhiễm nấm Histoplasma capsulatum ở phổi mạn tính
B392	Pulmonary histoplasmosis capsulati, unspecified	Bệnh nhiễm nấm Histoplasma capsulatum ở phổi, không xác định [cấp tính hoặc mạn tính]
B393	Disseminated histoplasmosis capsulati	Bệnh nhiễm nấm Histoplasma capsulatum lan toả
B394	Histoplasmosis capsulati, unspecified	Bệnh nhiễm nấm Histoplasma capsulatum, không xác định [ở phổi hoặc lan toả]
B395	Histoplasmosis duboisii	Bệnh nhiễm nấm Histoplasma duboisii
B399	Histoplasmosis, unspecified	Bệnh nhiễm nấm Histoplasma, không xác định
B400	Acute pulmonary blastomycosis	Bệnh do nhiễm nấm Blastomyces ở phổi cấp tính
B401	Chronic pulmonary blastomycosis	Bệnh do nhiễm nấm Blastomyces ở phổi mạn tính
B402	Pulmonary blastomycosis, unspecified	Bệnh do nhiễm nấm Blastomyces ở phổi, không xác định [cấp tính hoặc mạn tính]
B403	Cutaneous blastomycosis	Bệnh do nhiễm nấm Blastomyces ở da
B407	Disseminated blastomycosis	Bệnh do nhiễm nấm Blastomyces lan toả
B409	Blastomycosis, unspecified	Dạng khác của bệnh do nhiễm nấm Blastomyces
B410	Pulmonary paracoccidioidomycosis	Bệnh do nhiễm nấm Paracoccidioides ở phổi
B417	Disseminated paracoccidioidomycosis	Bệnh do nhiễm nấm Paracoccidioides lan toả
B418	Other forms of paracoccidioidomycosis	Dạng khác của bệnh do nhiễm nấm Paracoccidioides
B419	Paracoccidioidomycosis, unspecified	Bệnh do nhiễm nấm Paracoccidioides, không xác định
B420	Pulmonary sporotrichosis	Bệnh do nhiễm nấm Sporotrichum ở phổi 
B421	Lymphocutaneous sporotrichosis	Bệnh do nhiễm nấm Sporotrichum da- bạch huyết
B427	Disseminated sporotrichosis	Bệnh do nhiễm nấm Sporotrichum lan toả
B429	Sporotrichosis, unspecified	Bệnh do nhiễm nấm Sporotrichum, không xác định
B430	Cutaneous chromomycosis	Bệnh do nhiễm nấm Chromoblastomycosa ở da
B431	Pheomycotic brain abscess	Áp xe não do phaeomyces
B432	Subcutaneous pheomycotic abscess and cyst	Nang và áp xe dưới da do phaeomyces
B438	Other forms of chromomycosis	Dạng khác của bệnh nhiễm nấm sâu Chromomycosis (nấm hạt màu)
B439	Chromomycosis, unspecified	Bệnh nhiễm nấm sâu Chromomycois (nấm hạt màu), không xác định
B440	Invasive pulmonary aspergillosis	Bệnh nhiễm nấm Aspergillus ở phổi xâm lấn
B441	Other pulmonary aspergillosis	Bệnh nhiễm nấm Aspergillus ở phổi khác
B442	Tonsillar aspergillosis	Bệnh nhiễm nấm Aspergillus ở amidan
B447	Disseminated aspergillosis	Bệnh nhiễm nấm Aspergillus lan toả
B449	Aspergillosis, unspecified	Bệnh nhiễm nấm Aspergillus, không xác định
B450	Pulmonary cryptococcosis	Bệnh nhiễm nấm Cryptococcus ở phổi
B451	Cerebral cryptococcosis	Bệnh nhiễm nấm Cryptococcus ở não
B452	Cutaneous cryptococcosis	Bệnh nhiễm nấm Cryptococcus ở da
B453	Osseous cryptococcosis	Bệnh nhiễm nấm Cryptococcus ở xương
B457	Disseminated cryptococcosis	Bệnh nhiễm nấm Cryptococcus lan toả
B458	Other forms of cryptococcosis	Dạng khác của bệnh nhiễm nấm Cryptococcus
B459	Cryptococcosis, unspecified	Bệnh nhiễm nấm Cryptococcus, không xác định
B460	Pulmonary mucormycosis	Bệnh nhiễm nấm Mucor ở phổi
B461	Rhinocerebral mucormycosis	Bệnh nhiễm nấm Mucor ở mũi- não
B462	Gastrointestinal mucormycosis	Bệnh nhiễm nấm Mucor ở đường tiêu hoá
B463	Cutaneous mucormycosis	Bệnh nhiễm nấm Mucor ở da
B464	Disseminated mucormycosis	Bệnh nhiễm nấm Mucor lan toả
B465	Mucormycosis, unspecified	Bệnh nhiễm nấm Mucor, không xác định
B468	Other zygomycoses	Bệnh nhiễm nấm Zygomycetes khác
B469	Zygomycosis, unspecified	Bệnh nhiễm nấm Zygomycetes, không xác định
B470	Eumycetoma	Bệnh u nấm do Eumycetes
B471	Actinomycetoma	Bệnh u nấm do Actinomyces
B479	Mycetoma, unspecified	Bệnh u nấm, không xác định
B480	Lobomycosis	Bệnh nhiễm nấm Lobo
B481	Rhinosporidiosis	Bệnh nhiễm nấm Rhinosporidium
B482	Allescheriasis	Bệnh nhiễm nấm Allesscheria
B483	Geotrichosis	Bệnh nhiễm nấm Geotrichum
B484	Penicillosis	Bệnh nhiễm nấm Penicillium
B488	Other specified mycoses	Bệnh nhiễm nấm xác định khác
B49	Unspecified mycosis	Nhiễm nấm không xác định
B500	Plasmodium falciparum malaria with cerebral complications	Bệnh sốt rét do Plasmodium falciparum kèm biến chứng não
B508	Other severe and complicated Plasmodium falciparum malaria	Bệnh sốt rét do Plasmodium falciparum thể nặng và biến chứng khác
B509	Plasmodium falciparum malaria, unspecified	Bệnh sốt rét do Plasmodium falciparum, không xác định
B510	Plasmodium vivax malaria with rupture of spleen	Bệnh sốt rét do Plasmodium vivax với vỡ lách
B518	Plasmodium vivax malaria with other complications	Bệnh sốt rét do Plasmodium vivax với biến chứng khác
B519	Plasmodium vivax malaria without complication	Bệnh sốt rét do Plasmodium vivax không biến chứng
B520	Plasmodium malariae malaria with nephropathy	Bệnh sốt rét do Plasmodium malariae kèm bệnh lý thận
B528	Plasmodium malariae malaria with other complications	Bệnh sốt rét do Plasmodium malariae kèm biến chứng khác
B529	Plasmodium malariae malaria without complication	Bệnh sốt rét do Plasmodium malariae không kèm theo biến chứng
B530	Plasmodium ovale malaria	Bệnh sốt rét do Plasmodium ovale
B531	Malaria due to simian plasmodia	Bệnh sốt rét do plasmodia ở khỉ
B538	Other malaria, not elsewhere classified	Bệnh sốt rét được khẳng định bằng ký sinh trùng học khác, không phân loại nơi khác
B550	Visceral leishmaniasis	Bệnh do leishmania nội tạng
B551	Cutaneous leishmaniasis	Bệnh do leishmania da
B552	Mucocutaneous leishmaniasis	Bệnh do leishmania da niêm mạc
B559	Leishmaniasis, unspecified	Bệnh do leishmania, không đặc hiệu
B560	Gambiense trypanosomiasis	Bệnh do nhiễm Trypanosoma gambiense
B561	Rhodesiense trypanosomiasis	Bệnh do nhiễm Trypanosoma rhodesiense
B569	African trypanosomiasis, unspecified	Bệnh do nhiễm Trypanosoma Châu Phi [bệnh ngủ Châu Phi], không xác định
B570	'Acute Chagas'' disease with heart involvement'	Bệnh Chagas cấp ảnh hưởng đến tim 
B571	'Acute Chagas'' disease without heart involvement'	Bệnh Chagas cấp không ảnh hưởng đến tim
B572	'Chagas'' disease (chronic) with heart involvement'	Bệnh Chagas (mạn tính) ảnh hưởng đến tim
B575	'Chagas'' disease (chronic) with other organ involvement'	Bệnh Chagas (mạn tính) ảnh hưởng đến cơ quan khác
B581	Toxoplasma hepatitis	Viêm gan do toxoplasma
B582	Toxoplasma meningoencephalitis	Viêm não màng não do toxoplasma 
B583	Pulmonary toxoplasmosis	Bệnh do toxoplasma ở phổi
B589	Toxoplasmosis, unspecified	Bệnh do toxoplasma, không đặc hiệu
B600	Babesiosis	Bệnh do babesia
B602	Naegleriasis	Bệnh do naegleria
B608	Other specified protozoal diseases	Bệnh do ký sinh trùng đơn bào, xác định khác
B650	Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]	Bệnh sán máng do Schistosoma haematobium [bệnh sán máng đường tiết niệu]
B651	Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]	Bệnh sán máng do Schistosoma mansoni [bệnh sán máng đường ruột]
B652	Schistosomiasis due to Schistosoma japonicum	Bệnh sán máng do Schistosoma japonicum
B653	Cercarial dermatitis	Viêm da do ấu trùng
B658	Other schistosomiasis	Bệnh sán máng khác
B659	Schistosomiasis, unspecified	Bệnh sán máng, không đặc hiệu
B660	Opisthorchiasis	Bệnh nhiễm sán lá gan Opisthorchis
B661	Clonorchiasis	Bệnh nhiễm sán lá gan nhỏ
B662	Dicroceliasis	Bệnh nhiễm sán Dicrocoelium
B663	Fascioliasis	Bệnh nhiễm sán lá gan lớn (Fasciola hepatica)
B664	Paragonimiasis	Bệnh nhiễm sán Paragonimus
B665	Fasciolopsiasis	Bệnh do nhiễm Fasciolopsis
B668	Other specified fluke infections	Bệnh nhiễm sán lá xác định khác
B669	Fluke infection, unspecified	Bệnh nhiễm sán lá, không đặc hiệu
B670	Echinococcus granulosus infection of liver	Nhiễm Echinococcus granulosus ở gan
B671	Echinococcus granulosus infection of lung	Nhiễm Echinococcus granulosus ở phổi
B672	Echinococcus granulosus infection of bone	Nhiễm Echinococcus granulosus ở xương
B674	Echinococcus granulosus infection, unspecified	Nhiễm Echinococcus granulosus, không đặc hiệu
B675	Echinococcus multilocularis infection of liver	Nhiễm Echinococcus multilocularis ở gan
B677	Echinococcus multilocularis infection, unspecified	Nhiễm Echinococcus multilocularis không đặc hiệu
B678	Echinococcosis, unspecified, of liver	Bệnh do sán Echinococcus ở gan, không đặc hiệu
B680	Taenia solium taeniasis	Bệnh sán dây Taenia solium
B681	Taenia saginata taeniasis	Bệnh sán dây Taenia saginata
B689	Taeniasis, unspecified	Bệnh sán dây Taenia, không đặc hiệu
B690	Cysticercosis of central nervous system	Bệnh ấu trùng sán lợn ở hệ thần kinh trung ương
B691	Cysticercosis of eye	Nhiễm ấu trùng sán lợn ở mắt
B699	Cysticercosis, unspecified	Bệnh ấu trùng sán lợn, không đặc hiệu
B700	Diphyllobothriasis	Bệnh nhiễm sán dây cá diphyllobothrium.
B701	Sparganosis	Bệnh nhiễm ấu trùng sán nhái spargamum
B710	Hymenolepiasis	Bệnh sán dây nhỏ hymenolepis
B711	Dipylidiasis	Bệnh sán dipylium
B718	Other specified cestode infections	Nhiễm sán dây xác định khác
B719	Cestode infection, unspecified	Nhiễm sán dây không đặc hiệu
B731	Onchocerciasis without eye disease	Bệnh giun chỉ Onchocerciasis không kèm bệnh về mắt
B740	Filariasis due to Wuchereria bancrofti	Bệnh giun chỉ do Wuchereria bancrofti
B741	Filariasis due to Brugia malayi	Bệnh giun chỉ do Brugia malayi
B742	Filariasis due to Brugia timori	Bệnh giun chỉ do Brugia timori
B743	Loiasis	Bệnh giun chỉ Loa loa
B744	Mansonelliasis	Nhiễm giun chỉ Mansonella
B748	Other filariases	Bệnh giun chỉ khác
B749	Filariasis, unspecified	Bệnh giun chỉ, không đặc hiệu
B760	Ancylostomiasis	Bệnh giun ancylostoma
B761	Necatoriasis	Bệnh giun necator
B768	Other hookworm diseases	Bệnh giun móc khác
B769	Hookworm disease, unspecified	Bệnh giun móc, không đặc hiệu
B770	Ascariasis with intestinal complications	Bệnh giun đũa với biến chứng đường ruột
B779	Ascariasis, unspecified	Bệnh giun đũa, không đặc hiệu
B780	Intestinal strongyloidiasis	Bệnh giun lươn đường ruột
B781	Cutaneous strongyloidiasis	Bệnh giun lươn ở da
B787	Disseminated strongyloidiasis	Bệnh giun lan toả
B789	Strongyloidiasis, unspecified	Bệnh giun lươn, không đặc hiệu
